Ilce,OdaSayisi, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati
Pamukkale,4,130,Alt Kat,2,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3100000
Pamukkale,1,17,Orta Kat,10,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,750000
Pamukkale,1,50,Alt Kat,3,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,799000
Pamukkale,2,45,Alt Kat,3,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1500000
Pamukkale,4,145,Alt Kat,20,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,2000000
Pamukkale,2,40,Alt Kat,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,749000
Pamukkale,3,105,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000
Pamukkale,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1750000
Pamukkale,3,110,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1700000
Pamukkale,3,85,Alt Kat,4,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1400000
Pamukkale,2,40,Alt Kat,5,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,665000
Pamukkale,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1550000
Pamukkale,2,50,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1199000
Pamukkale,3,50,Alt Kat,10,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,2000000
Pamukkale,2,45,Alt Kat,1,Kombi,4,Bilinmiyor,Eşyalı,1,Sıfır,Hayır,1099000
Pamukkale,1,25,Alt Kat,5,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,650000
Pamukkale,4,130,Alt Kat,3,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2600000
Pamukkale,3,90,Alt Kat,6,Kombi,5,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,2100000
Pamukkale,4,150,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000
Pamukkale,2,45,Alt Kat,6,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1100000
Pamukkale,3,65,Alt Kat,10,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1250000
Pamukkale,2,40,Alt Kat,10,Kombi,4,Bilinmiyor,Eşyalı,1,İkinci El,Hayır,699000
Pamukkale,2,42,Alt Kat,3,Kombi,3,Uygun,Eşyalı,1,Sıfır,Hayır,799000
Pamukkale,4,140,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2800000
Pamukkale,3,80,Alt Kat,7,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,1950000
Pamukkale,4,150,Alt Kat,0,Kombi,3,Uygun değil,Eşyalı Değil,1,Sıfır,Evet,2250000
Pamukkale,3,100,Orta Kat,11,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1599000
Pamukkale,3,138,Orta Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,1500000
Pamukkale,3,60,Alt Kat,8,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,İkinci El,Evet,1000000
Pamukkale,2,55,Alt Kat,8,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1650000
Pamukkale,3,100,Alt Kat,25,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1275000
Pamukkale,4,150,Üst Kat,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2399000
Pamukkale,3,115,Alt Kat,19,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1849000
Pamukkale,2,45,Alt Kat,30,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,700000
Pamukkale,3,105,Alt Kat,11,Kombi,2,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2250000
Pamukkale,4,140,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000
Pamukkale,3,85,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1650000
Pamukkale,4,143,Alt Kat,12,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,3049000
Pamukkale,2,38,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1000000
Pamukkale,3,130,Üst Kat,16,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1765000
Pamukkale,1,35,Alt Kat,8,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,820000
Pamukkale,4,130,Orta Kat,28,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2949000
Pamukkale,4,160,Alt Kat,7,Yerden Isıtma,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,3300000
Pamukkale,3,110,Alt Kat,30,Kombi,6,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,1250000
Pamukkale,2,45,Alt Kat,4,Yerden Isıtma,6,Uygun,Eşyalı,1,İkinci El,Hayır,1290000
Pamukkale,4,170,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Pamukkale,3,110,Alt Kat,15,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1350000
Pamukkale,2,43,Alt Kat,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1550000
Pamukkale,2,45,Alt Kat,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1250000
Pamukkale,4,155,Üst Kat,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2399000
Pamukkale,3,95,Alt Kat,10,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1600000
Pamukkale,3,80,Alt Kat,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1519000
Pamukkale,2,45,Alt Kat,4,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,1185000
Pamukkale,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2250000
Pamukkale,4,150,Üst Kat,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2399000
Pamukkale,3,70,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1699000
Pamukkale,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı,1,Sıfır,Evet,1900000
Pamukkale,2,50,Alt Kat,5,Kombi,5,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,2000000
Pamukkale,2,60,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Evet,1650000
Pamukkale,2,45,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,899000
Pamukkale,3,90,Alt Kat,13,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1450000
Pamukkale,3,120,Alt Kat,23,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1550000
Pamukkale,2,50,Alt Kat,5,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,1175000
Pamukkale,5,170,Alt Kat,15,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3500000
Pamukkale,3,80,Alt Kat,10,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1750000
Pamukkale,3,115,Orta Kat,23,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1499000
Pamukkale,4,145,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2650000
Pamukkale,2,50,Orta Kat,16,Kombi,7,Uygun,Eşyalı,1,İkinci El,Evet,1190000
Pamukkale,4,135,Alt Kat,22,Kombi,4,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1700000
Pamukkale,4,140,Alt Kat,30,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2490000
Pamukkale,2,49,Alt Kat,12,Yerden Isıtma,4,Bilinmiyor,Eşyalı,1,İkinci El,Hayır,1369000
Pamukkale,3,96,Alt Kat,26,Klima,8,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1249000
Pamukkale,3,129,Alt Kat,27,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1550000
Pamukkale,2,40,Alt Kat,6,Kombi,3,Uygun değil,Eşyalı,1,İkinci El,Evet,890000
Pamukkale,2,45,Orta Kat,6,Merkezi,8,Uygun,Eşyalı,1,İkinci El,Hayır,1295000
Pamukkale,2,47,Alt Kat,12,Yerden Isıtma,4,Uygun,Eşyalı,1,Sıfır,Hayır,1349000
Pamukkale,3,95,Alt Kat,13,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Bilinmiyor,1450000
Pamukkale,5,160,Alt Kat,19,Kombi,2,Uygun,Eşyalı Değil,2,İkinci El,Evet,3200000
Pamukkale,2,35,Alt Kat,20,Klima,7,Uygun,Eşyalı,1,İkinci El,Hayır,959000
Pamukkale,1,39,Alt Kat,11,Yerden Isıtma,3,Uygun değil,Eşyalı,1,İkinci El,Hayır,839000
Pamukkale,1,39,Alt Kat,11,Yerden Isıtma,3,Uygun değil,Eşyalı,1,İkinci El,Hayır,839000
Pamukkale,3,100,Alt Kat,33,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1600000
Pamukkale,2,55,Alt Kat,8,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1650000
Pamukkale,3,100,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3200000
Pamukkale,4,145,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3500000
Pamukkale,5,185,Orta Kat,6,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Bilinmiyor,3250000
Pamukkale,4,135,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Pamukkale,3,115,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,2750000
Pamukkale,3,70,Alt Kat,10,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1750000
Pamukkale,3,130,Alt Kat,20,Kombi,4,Bilinmiyor,Eşyalı Değil,1,İkinci El,Evet,1850000
Pamukkale,4,130,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2400000
Pamukkale,3,80,Alt Kat,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1359000
Pamukkale,4,125,Orta Kat,30,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2300000
Pamukkale,3,90,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1450000
Pamukkale,2,45,Alt Kat,7,Kombi,2,Uygun,Eşyalı,1,İkinci El,Evet,1300000
Pamukkale,4,150,Orta Kat,17,Kombi,4,Bilinmiyor,Eşyalı Değil,1,Sıfır,Bilinmiyor,1600000
Pamukkale,3,100,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1450000
Pamukkale,2,40,Alt Kat,20,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,699000
Pamukkale,4,145,Orta Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000
Pamukkale,4,125,Alt Kat,0,Kombi,1,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2100000
Pamukkale,4,150,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2550000
Pamukkale,3,100,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2250000
Pamukkale,2,45,Orta Kat,5,Kombi,7,Uygun,Eşyalı,1,İkinci El,Hayır,1095000
Pamukkale,4,150,Alt Kat,16,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2700000
Pamukkale,2,40,Alt Kat,4,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,1199000
Pamukkale,2,34,Alt Kat,2,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,749000
Pamukkale,3,105,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2300000
Pamukkale,2,45,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1150000
Pamukkale,3,110,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2250000
Pamukkale,4,120,Orta Kat,5,Kombi,7,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,2000000
Pamukkale,3,90,Alt Kat,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2330000
Pamukkale,2,60,Alt Kat,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1250000
Pamukkale,2,40,Alt Kat,7,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1250000
Pamukkale,2,47,Alt Kat,10,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Evet,1369000
Pamukkale,2,45,Alt Kat,8,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,1260000
Pamukkale,3,55,Alt Kat,12,Merkezi,5,Uygun,Eşyalı,1,İkinci El,Evet,1200000
Pamukkale,2,59,Alt Kat,6,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1680000
Merkezefendi,3,90,Orta Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000
Merkezefendi,4,115,Alt Kat,12,Merkezi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000
Merkezefendi,3,98,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2950000
Merkezefendi,4,165,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4750000
Merkezefendi,4,158,Orta Kat,7,Merkezi,12,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5250000
Merkezefendi,3,100,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1790000
Merkezefendi,2,60,Orta Kat,4,Yerden Isıtma,7,Uygun,Eşyalı,1,İkinci El,Hayır,1265000
Merkezefendi,4,160,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3300000
Merkezefendi,4,175,Üst Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6500000
Merkezefendi,2,50,Alt Kat,3,Yerden Isıtma,7,Uygun,Eşyalı,1,İkinci El,Evet,1300000
Merkezefendi,4,150,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3350000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2350000
Merkezefendi,3,125,Orta Kat,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2500000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000
Merkezefendi,5,210,Orta Kat,0,Yerden Isıtma,8,Uygun,Eşyalı Değil,2,Sıfır,Hayır,7500000
Merkezefendi,4,170,Alt Kat,11,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3150000
Merkezefendi,4,170,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3000000
Merkezefendi,4,150,Alt Kat,10,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3100000
Merkezefendi,4,160,Orta Kat,0,Kombi,9,Uygun,Eşyalı,2,Sıfır,Evet,4499000
Merkezefendi,4,150,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2500000
Merkezefendi,3,100,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2900000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2350000
Merkezefendi,3,90,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1945000
Merkezefendi,3,110,Alt Kat,30,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1300000
Merkezefendi,4,200,Üst Kat,15,Merkezi,15,Uygun,Eşyalı Değil,2,İkinci El,Evet,3250000
Merkezefendi,3,60,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1800000
Merkezefendi,4,155,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000
Merkezefendi,3,100,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2350000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2500000
Merkezefendi,4,125,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3300000
Merkezefendi,4,165,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3350000
Merkezefendi,4,140,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2950000
Merkezefendi,3,55,Alt Kat,9,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1350000
Merkezefendi,4,170,Orta Kat,0,Kombi,7,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3850000
Merkezefendi,4,135,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Merkezefendi,4,155,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3750000
Merkezefendi,4,140,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4000000
Merkezefendi,4,155,Alt Kat,8,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,6000000
Merkezefendi,4,145,Orta Kat,0,Yerden Isıtma,7,Uygun,Eşyalı Değil,2,Sıfır,Evet,3200000
Merkezefendi,2,50,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000
Merkezefendi,3,110,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Merkezefendi,4,165,Alt Kat,1,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,4000000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2750000
Merkezefendi,4,190,Alt Kat,4,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,5990000
Merkezefendi,2,85,Alt Kat,10,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1890000
Merkezefendi,3,80,Alt Kat,10,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1750000
Merkezefendi,4,140,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,3,110,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Merkezefendi,3,75,Üst Kat,32,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1465000
Merkezefendi,3,120,Üst Kat,32,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1425000
Merkezefendi,3,120,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3200000
Merkezefendi,3,125,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000
Merkezefendi,2,45,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı,1,Sıfır,Evet,1550000
Merkezefendi,3,100,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2050000
Merkezefendi,3,90,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2600000
Merkezefendi,4,145,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3000000
Merkezefendi,5,140,Alt Kat,3,Kombi,3,Bilinmiyor,Eşyalı Değil,2,Sıfır,Evet,2500000
Merkezefendi,3,120,Üst Kat,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,1425000
Merkezefendi,4,170,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6495000
Merkezefendi,3,90,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1649000
Merkezefendi,4,129,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3295000
Merkezefendi,4,140,Alt Kat,8,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3200000
Merkezefendi,4,140,Alt Kat,12,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3200000
Merkezefendi,3,108,Alt Kat,5,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1950000
Merkezefendi,4,160,Alt Kat,0,Kombi,5,Uygun değil,Eşyalı Değil,2,Sıfır,Hayır,4950000
Merkezefendi,4,160,Alt Kat,7,Kombi,5,Uygun değil,Eşyalı Değil,2,Sıfır,Evet,3250000
Merkezefendi,5,190,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4950000
Merkezefendi,4,130,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3600000
Merkezefendi,4,115,Alt Kat,6,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Evet,2100000
Merkezefendi,4,165,Orta Kat,16,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2800000
Merkezefendi,4,140,Alt Kat,0,Kombi,4,Uygun değil,Eşyalı Değil,1,Sıfır,Bilinmiyor,3400000
Merkezefendi,4,145,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1850000
Merkezefendi,4,155,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3200000
Merkezefendi,4,170,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6000000
Merkezefendi,4,155,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4500000
Merkezefendi,5,192,Orta Kat,0,Yerden Isıtma,9,Uygun,Eşyalı Değil,2,Sıfır,Evet,7350000
Merkezefendi,3,145,Üst Kat,18,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,3700000
Merkezefendi,5,205,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4850000
Merkezefendi,3,95,Alt Kat,14,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1699000
Merkezefendi,2,55,Alt Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Evet,2350000
Merkezefendi,2,55,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1380000
Merkezefendi,5,150,Alt Kat,18,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3100000
Merkezefendi,2,40,Alt Kat,4,Yerden Isıtma,6,Uygun,Eşyalı,1,İkinci El,Hayır,1149000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3000000
Merkezefendi,5,192,Orta Kat,0,Kombi,9,Uygun,Eşyalı Değil,2,Sıfır,Evet,7500000
Merkezefendi,4,145,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3070000
Merkezefendi,4,156,Orta Kat,17,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Bilinmiyor,3250000
Merkezefendi,3,110,Alt Kat,17,Merkezi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2350000
Merkezefendi,3,110,Alt Kat,14,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2150000
Merkezefendi,3,90,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000
Merkezefendi,3,100,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,4,145,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,4,155,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,5800000
Merkezefendi,4,140,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3250000
Merkezefendi,3,65,Alt Kat,4,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Evet,1850000
Merkezefendi,5,200,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,7950000
Merkezefendi,4,130,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2000000
Merkezefendi,2,80,Orta Kat,4,Kombi,7,Uygun,Eşyalı,1,İkinci El,Hayır,2300000
Merkezefendi,4,170,Orta Kat,4,Kombi,6,Uygun,Eşyalı Değil,2,İkinci El,Bilinmiyor,4650000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2800000
Merkezefendi,3,100,Alt Kat,7,Yerden Isıtma,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1699000
Merkezefendi,2,45,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1375000
Merkezefendi,3,85,Alt Kat,4,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1200000
Merkezefendi,3,100,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1800000
Merkezefendi,3,90,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,4,155,Alt Kat,0,Yerden Isıtma,5,Uygun,Bilinmiyor,2,Sıfır,Hayır,4000000
Merkezefendi,2,65,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Merkezefendi,3,85,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,4,110,Alt Kat,20,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,2250000
Merkezefendi,4,160,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4190000
